view_link,download_link,title,description,fname,tags
https://soundbible.com/1059-Mummy-Zombie.html,https://soundbible.com/grab.php?id=1059&type=wav,Mummy Zombie, A super monster. A breed of mummy zombie werewolf. OK. maybe not but its a cool evil monster sound.,mummy zombie_1128.wav,"['zombie', 'game', 'scary', 'goth', 'gothic', 'evil', 'devil', 'halloween', 'haunted', 'haunted house', 'monster', 'argus', 'atlantean', 'briareus', 'brobdingnagian', 'cerberus', 'charybdis', 'cyclopean', 'cyclops', 'dracula', 'echidna', 'frankenstein', 'gargantuan', 'gorgon', 'harpy', 'herculean', 'homeric', 'hydra', 'loch ness monster', 'mafioso', 'medusa', 'minotaur', 'pegasus', 'python', 'scylla', 'sphinx', 'talos', 'typhon', 'wolf-man', 'young turk', 'abortion', 'abysmal', 'amplitudinous', 'ape-man', 'astronomic', 'astronomical', 'awesome', 'baboon', 'bag', 'beast', 'beldam', 'berserk', 'berserker', 'blemish', 'blot', 'bogey', 'bogeyman', 'bomber', 'boundless', 'brute', 'bugaboo', 'bugbear', 'bulky', 'centaur', 'chimera', 'cockatrice', 'colossal', 'cosmic', 'deformity', 'demon', 'devil', 'devil incarnate', 'dinosaur', 'dog', 'dragon', 'drake', 'elephant', 'elephantine', 'enormous', 'epic', 'extensive', 'eyesore', 'fee-faw-fum', 'fiend', 'fiend from hell', 'fire-eater', 'firebrand', 'freak', 'freak of nature', 'fright', 'frightener', 'fury', 'galactic', 'gargantuan', 'gargoyle', 'ghost', 'ghoul', 'giant', 'giantlike', 'gigantic', 'goon', 'gorilla', 'griffin', 'gunsel', 'hag', 'hardnose', 'harpy', 'harridan', 'hell-raiser', 'hellcat', 'hellhound', 'hellion', 'hellkite', 'heroic', 'hippo', 'hippocampus', 'hippopotamus', 'hobgoblin', 'holy terror', 'hood', 'hoodlum', 'horror', 'hothead', 'hotspur', 'huge', 'immeasurable', 'immense', 'incendiary', 'incubus', 'infinite', 'jumbo', 'killer', 'king-size', 'lamia', 'large', 'leviathan', 'mad dog', 'madcap', 'mammoth', 'massive', 'massy', 'mastodon', 'mermaid', 'merman', 'mess', 'mighty', 'miscreation', 'missing link', 'monstrosity', 'monstrous', 'monumental', 'mountainous', 'mugger', 'mutant', 'mutation', 'nightmare', 'nixie', 'no beauty', 'ogre', 'ogress', 'outsize', 'overgrown', 'phantom', 'prodigious', 'profound', 'rapist', 'revenant', 'revolutionary', 'roc', 'salamander', 'satyr', 'savage', 'scarebabe', 'scarecrow', 'scarer', 'sea horse', 'sea serpent', 'she-wolf', 'sight', 'siren', 'sizable', 'spacious', 'specter', 'spitfire', 'stupendous', 'succubus', 'teratism', 'termagant', 'terror', 'terrorist', 'tiger', 'tigress', 'titanic', 'tough', 'tough guy', 'towering', 'tremendous', 'troll', 'ugly customer', 'ugly duckling', 'unicorn', 'vampire', 'vast', 'violent', 'virago', 'vixen', 'voluminous', 'weighty', 'werewolf', 'wild beast', 'windigo', 'witch', 'wolf', 'xiphopagus', 'zombie']"
https://soundbible.com/1058-Cop-Car-Siren.html,https://soundbible.com/grab.php?id=1058&type=wav,Cop Car Siren," A cop car siren passed me on the way home, so i recorded it. Nice for a cop, or car chase, or just some city sound.",cop car siren_1129.wav,"['cop', 'siren', 'police', 'po po', 'city', 'urban', 'alarm', 'car', 'cruiser', 'cop', 'dogberry', 'john law', 'the cops', 'the fuzz', 'the law', 'Mayday', 'SOS', 'alert', 'bell', 'blast', 'buzzer', 'call', 'caution', 'clock', 'cry', 'drum', 'flap', 'flash', 'chase', 'law', 'badge', 'bear', 'blue', 'bull', 'cop', 'corps', 'detective', 'force', 'fuzz', 'gumshoe', 'heat', 'law', 'law enforcement', 'man', 'pig', 'police', 'bluecoat', 'bobby', 'boy scout', 'constable', 'constabulary', 'copper', 'county mounty', 'fed', 'flatfoot', 'gendarme', 'narc', 'officers', 'oink', 'patrolman']"
https://soundbible.com/1057-Car-Spinning-Out.html,https://soundbible.com/grab.php?id=1057&type=wav,Car Spinning Out, 1 more great Car Spinning Out of control sound effect. Recorded this in an abandoned parking lot late at night.,car spinning out_1130.wav,"['car', 'city', 'traffic', 'accident', 'race', 'racing', 'racers', 'nascar', 'fast', 'speed', 'speedy', 'car', 'pullman', 'pullman car', 'auto', 'autocar', 'automobile', 'baggage car', 'boat', 'boxcar', 'buggy', 'bus', 'caboose', 'carriage', 'chair car', 'coach', 'coupe', 'covered waggon', 'crate', 'day coach', 'diner', 'dinghy', 'dining car', 'drawing room', 'flat', 'flatcar', 'gondola', 'heap', 'jalopy', 'limousine', 'local', 'luggage van', 'machine', 'mail car', 'mail van', 'motor', 'motor vehicle', 'motorcar', 'motorized vehicle', 'palace car', 'parlor car', 'passenger car', 'phaeton', 'railway car', 'reefer', 'refrigerator car', 'roadster', 'roomette', 'runabout', 'sedan', 'sleeper', 'smoker', 'smoking car', 'station wagon', 'stockcar', 'tank', 'tender', 'touring', 'truck', 'tub', 'van', 'voiture', 'waggon', 'wheels', 'wreck']"
https://soundbible.com/1056-Truck-Air-Brakes.html,https://soundbible.com/grab.php?id=1056&type=wav,Truck Air Brakes, The sound of a Trucks Air Brakes being released. Great city or traffic sound effects.,truck air brakes_1131.wav,"['truck', 'car', 'backing up', 'back up', 'warning beep', 'Truck reverse beep', 'reverse beep', 'city', 'transportation', 'trash', 'move', 'transfer truck', 'mack truck', 'air brakes', 'truck brakes', 'jake brake', 'braking', 'air', 'driving']"
https://soundbible.com/1055-Vampire-Bite.html,https://soundbible.com/grab.php?id=1055&type=wav,Vampire Bite, The sound of a vampire biting a human. This gothic sound requested by anonymous user.,vampire bite_1132.wav,"['bite', 'vampire', 'vampire bite', 'biting', 'attack', 'stab', 'poke', 'goth', 'gothic', 'evil', 'devil', 'halloween', 'haunted', 'haunted house', 'monster', 'wolf', 'werewolf', 'vampire', 'aspasia', 'baba yaga', 'circe', 'delilah', 'don juan', 'dracula', 'euryale', 'frankenstein', 'gorgon', 'jezebel', 'lilith', 'lorelei', 'medea', 'medusa', 'messalina', 'parthenope', 'phryne', 'siren', 'stheno', 'thais', 'wolf-man', 'adventuress', 'afreet', 'ape-man', 'barghest', 'bewitcher', 'blackmailer', 'bloodsucker', 'bogey', 'bogeyman', 'bugaboo', 'bugbear', 'cacodemon', 'captive', 'catch', 'charmer', 'conquest', 'coquette', 'courtesan', 'daeva', 'date', 'demimondaine', 'demimonde', 'demirep', 'demon', 'devil', 'devil incarnate', 'dybbuk', 'enchanter', 'enchantress', 'enticer', 'evil genius', 'evil spirit', 'extortionist', 'fee-faw-fum', 'femme fatale', 'fiend', 'fiend from hell', 'flirt', 'frightener', 'genie', 'genius', 'ghost', 'ghoul', 'gyre', 'harem girl', 'harpy', 'hellhound', 'hellion', 'hellkite', 'hetaera', 'hobgoblin', 'holy terror', 'honey', 'horror', 'houri', 'incubus', 'inveigler', 'jinni', 'jinniyeh', 'lamia', 'leech', 'monster', 'nightmare', 'odalisque', 'ogre', 'ogress', 'phantom', 'predator', 'profiteer', 'racketeer', 'rakshasa', 'raptor', 'revenant', 'satan', 'scarebabe', 'scarecrow', 'scarer', 'seducer', 'seductress', 'shakedown artist', 'shark', 'shedu', 'siren', 'specter', 'spellbinder', 'steady', 'succubus', 'sweet patootie', 'sweetheart', 'sweetie', 'teaser', 'tempter', 'temptress', 'terror', 'the undead', 'vamp', 'vulture', 'werewolf', 'yogini', 'monster']"
https://soundbible.com/1054-Frying-Circuits.html,https://soundbible.com/grab.php?id=1054&type=wav,Frying Circuits," The sound of circuits in a machine frying, or just a normal cooking sound effect.",frying circuits_1133.wav,"['fry', 'frying', 'cook', 'cooking', 'computer', 'breaking', 'circuitry', 'circuits', 'cpu', 'processor', 'eggs', 'brain on drugs', 'brain frying', 'sizzle', 'ablaze', 'acerb', 'acerbate', 'acerbic', 'acid', 'acidic', 'acidulent', 'acidulous', 'acrimonious', 'afire', 'aflame', 'aflicker', 'aglow', 'algetic', 'hydrochloric acid', 'hot', 'hot as fire', 'hot as hell', 'hot as pepper', 'hot air heat', 'hot blooded', 'roasting', 'rutilant', 'rutilous', 'rutting', 'ruttish', 'rutty', 'scalding', 'scintillant', 'scintillating', 'scorching', 'scorification', 'searing', 'seasoned', 'seething', 'sparking', 'spiced', 'spicy', 'spirited', 'splenetic', 'starbright', 'starlike', 'starry', 'steam heat', 'steaming', 'steamy', 'stewing', 'stimulating', 'sting', 'stinging']"
https://soundbible.com/1053-Crickets-And-Geese.html,https://soundbible.com/grab.php?id=1053&type=wav,Crickets And Geese, This would have been an awesome canadian geese field recording if it were not for those crickets. So now its a cricket and canadian geese recording. Geese are flying south for the winter and pass by my house several times a week now.,crickets and geese_1134.wav,"['cricket noise', 'goose', 'bantam', 'cornish hen', 'banty', 'barn-door fowl', 'barnyard fowl', 'biddy', 'broiler', 'brooder', 'broody hen', 'caille', 'canard', 'caneton', 'capon', 'chanticleer', 'chapon', 'chick', 'chickabiddy', 'chicken', 'chicky', 'cock', 'cockerel', 'dindon', 'domestic fowl', 'drake', 'duck', 'duckling', 'dunghill fowl', 'faisan', 'fowl', 'fryer', 'game fowl', 'gander', 'gobbler', 'gosling', 'grouse', 'guinea cock', 'guinea fowl', 'guinea hen', 'hen', 'hen turkey', 'oie', 'partlet', 'partridge', 'pheasant', 'pigeon', 'pigeonneau', 'poulard', 'poulet', 'poult', 'poultry', 'pullet', 'quail', 'roaster', 'rooster', 'setting hen', 'silly', 'silly billy', 'silly ass', 'spring chicken', 'squab', 'stewing chicken', 'tom', 'tom turkey', 'turkey', 'turkey gobbler', 'turkey-cock', 'volaille', 'wild duck', 'nature', 'animal', 'natural', 'field recording', 'wild', 'outdoor', 'hunting', 'camping', 'fishing']"
https://soundbible.com/1052-Skateboard-Ollie.html,https://soundbible.com/grab.php?id=1052&type=wav,Skateboard Ollie," Skateboarding sound effect of an Ollie. Great skater sound effects for a game like tony hawk, or skateboarding game. Skateboard and ollie requested by Dimitris.",skateboard ollie_1135.wav,"['skate', 'skater', 'skatepark', 'skate', 'skateboarding', 'skate park', 'skateboard park', 'x games', 'xgames', 'x game', 'game', 'skate game', 'tony hawk', 'pro skater', 'ollie', 'jump', 'trick', 'grind', 'kickflip', 'shove it', 'pop shove it', 'impossible', 'skateboard', 'coast', 'flit', 'flow', 'fly', 'glide', 'glissade', 'ice skates', 'ice-skate', 'roller skates', 'roller-skate', 'sail', 'sideslip', 'skate', 'skates', 'ski', 'skid', 'skim', 'sled', 'sleigh', 'slide', 'slip']"
https://soundbible.com/1051-Zombie-Brain-Eater.html,https://soundbible.com/grab.php?id=1051&type=wav,Zombie Brain Eater, Just in case youve not had enough zombie brain eating sound effects here are some more! MMMMMmmmm Brains!!,zombie brain eater_1136.wav,"['zombie', 'game', 'scary', 'goth', 'gothic', 'evil', 'devil', 'halloween', 'haunted', 'haunted house', 'monster', 'argus', 'atlantean', 'briareus', 'brobdingnagian', 'cerberus', 'charybdis', 'cyclopean', 'cyclops', 'dracula', 'echidna', 'frankenstein', 'gargantuan', 'gorgon', 'harpy', 'herculean', 'homeric', 'hydra', 'loch ness monster', 'mafioso', 'medusa', 'minotaur', 'pegasus', 'python', 'scylla', 'sphinx', 'talos', 'typhon', 'wolf-man', 'young turk', 'abortion', 'abysmal', 'amplitudinous', 'ape-man', 'astronomic', 'astronomical', 'awesome', 'baboon', 'bag', 'beast', 'beldam', 'berserk', 'berserker', 'blemish', 'blot', 'bogey', 'bogeyman', 'bomber', 'boundless', 'brute', 'bugaboo', 'bugbear', 'bulky', 'centaur', 'chimera', 'cockatrice', 'colossal', 'cosmic', 'deformity', 'demon', 'devil', 'devil incarnate', 'dinosaur', 'dog', 'dragon', 'drake', 'elephant', 'elephantine', 'enormous', 'epic', 'extensive', 'eyesore', 'fee-faw-fum', 'fiend', 'fiend from hell', 'fire-eater', 'firebrand', 'freak', 'freak of nature', 'fright', 'frightener', 'fury', 'galactic', 'gargantuan', 'gargoyle', 'ghost', 'ghoul', 'giant', 'giantlike', 'gigantic', 'goon', 'gorilla', 'griffin', 'gunsel', 'hag', 'hardnose', 'harpy', 'harridan', 'hell-raiser', 'hellcat', 'hellhound', 'hellion', 'hellkite', 'heroic', 'hippo', 'hippocampus', 'hippopotamus', 'hobgoblin', 'holy terror', 'hood', 'hoodlum', 'horror', 'hothead', 'hotspur', 'huge', 'immeasurable', 'immense', 'incendiary', 'incubus', 'infinite', 'jumbo', 'killer', 'king-size', 'lamia', 'large', 'leviathan', 'mad dog', 'madcap', 'mammoth', 'massive', 'massy', 'mastodon', 'mermaid', 'merman', 'mess', 'mighty', 'miscreation', 'missing link', 'monstrosity', 'monstrous', 'monumental', 'mountainous', 'mugger', 'mutant', 'mutation', 'nightmare', 'nixie', 'no beauty', 'ogre', 'ogress', 'outsize', 'overgrown', 'phantom', 'prodigious', 'profound', 'rapist', 'revenant', 'revolutionary', 'roc', 'salamander', 'satyr', 'savage', 'scarebabe', 'scarecrow', 'scarer', 'sea horse', 'sea serpent', 'she-wolf', 'sight', 'siren', 'sizable', 'spacious', 'specter', 'spitfire', 'stupendous', 'succubus', 'teratism', 'termagant', 'terror', 'terrorist', 'tiger', 'tigress', 'titanic', 'tough', 'tough guy', 'towering', 'tremendous', 'troll', 'ugly customer', 'ugly duckling', 'unicorn', 'vampire', 'vast', 'violent', 'virago', 'vixen', 'voluminous', 'weighty', 'werewolf', 'wild beast', 'windigo', 'witch', 'wolf', 'xiphopagus', 'zombie']"
https://soundbible.com/1050-Trash-Truck-Reverse-Beep.html,https://soundbible.com/grab.php?id=1050&type=wav,Trash Truck Reverse Beep, Sound of a Trash Truck Backing Up and beeping. Recorded outside my office during a lunch break.,trash truck reverse beep_1137.wav,"['truck', 'car', 'backing up', 'back up', 'warning beep', 'Truck reverse beep', 'reverse beep', 'city', 'transportation', 'trash', 'move', 'transfer truck', 'mack truck']"
https://soundbible.com/1049-Monster-Laugh.html,https://soundbible.com/grab.php?id=1049&type=wav,Monster Laugh," The sound of a monster laughing. Great for a zombie, halloween, or even mummy sound effect.",monster laugh_1138.wav,"['zombie', 'game', 'scary', 'goth', 'gothic', 'evil', 'devil', 'halloween', 'haunted', 'haunted house', 'monster', 'argus', 'atlantean', 'briareus', 'brobdingnagian', 'cerberus', 'charybdis', 'cyclopean', 'cyclops', 'dracula', 'echidna', 'frankenstein', 'gargantuan', 'gorgon', 'harpy', 'herculean', 'homeric', 'hydra', 'loch ness monster', 'mafioso', 'medusa', 'minotaur', 'pegasus', 'python', 'scylla', 'sphinx', 'talos', 'typhon', 'wolf-man', 'young turk', 'abortion', 'abysmal', 'amplitudinous', 'ape-man', 'astronomic', 'astronomical', 'awesome', 'baboon', 'bag', 'beast', 'beldam', 'berserk', 'berserker', 'blemish', 'blot', 'bogey', 'bogeyman', 'bomber', 'boundless', 'brute', 'bugaboo', 'bugbear', 'bulky', 'centaur', 'chimera', 'cockatrice', 'colossal', 'cosmic', 'deformity', 'demon', 'devil', 'devil incarnate', 'dinosaur', 'dog', 'dragon', 'drake', 'elephant', 'elephantine', 'enormous', 'epic', 'extensive', 'eyesore', 'fee-faw-fum', 'fiend', 'fiend from hell', 'fire-eater', 'firebrand', 'freak', 'freak of nature', 'fright', 'frightener', 'fury', 'galactic', 'gargantuan', 'gargoyle', 'ghost', 'ghoul', 'giant', 'giantlike', 'gigantic', 'goon', 'gorilla', 'griffin', 'gunsel', 'hag', 'hardnose', 'harpy', 'harridan', 'hell-raiser', 'hellcat', 'hellhound', 'hellion', 'hellkite', 'heroic', 'hippo', 'hippocampus', 'hippopotamus', 'hobgoblin', 'holy terror', 'hood', 'hoodlum', 'horror', 'hothead', 'hotspur', 'huge', 'immeasurable', 'immense', 'incendiary', 'incubus', 'infinite', 'jumbo', 'killer', 'king-size', 'lamia', 'large', 'leviathan', 'mad dog', 'madcap', 'mammoth', 'massive', 'massy', 'mastodon', 'mermaid', 'merman', 'mess', 'mighty', 'miscreation', 'missing link', 'monstrosity', 'monstrous', 'monumental', 'mountainous', 'mugger', 'mutant', 'mutation', 'nightmare', 'nixie', 'no beauty', 'ogre', 'ogress', 'outsize', 'overgrown', 'phantom', 'prodigious', 'profound', 'rapist', 'revenant', 'revolutionary', 'roc', 'salamander', 'satyr', 'savage', 'scarebabe', 'scarecrow', 'scarer', 'sea horse', 'sea serpent', 'she-wolf', 'sight', 'siren', 'sizable', 'spacious', 'specter', 'spitfire', 'stupendous', 'succubus', 'teratism', 'termagant', 'terror', 'terrorist', 'tiger', 'tigress', 'titanic', 'tough', 'tough guy', 'towering', 'tremendous', 'troll', 'ugly customer', 'ugly duckling', 'unicorn', 'vampire', 'vast', 'violent', 'virago', 'vixen', 'voluminous', 'weighty', 'werewolf', 'wild beast', 'windigo', 'witch', 'wolf', 'xiphopagus', 'zombie']"
https://soundbible.com/1048-Horn-Honk.html,https://soundbible.com/grab.php?id=1048&type=wav,Horn Honk," Car, van, or truck horn honking sound effect.",horn honk_1139.wav,"['beep', 'blare', 'blast', 'blow', 'blow the horn', 'sound', 'sound ones horn', 'tootle', 'auto', 'automobile', 'bucket', 'buggy', 'bus', 'clunker', 'compact', 'convertible', 'conveyance', 'coupe', 'gas guzzler', 'hardtop', 'hatchback', 'heap', 'jalopy', 'jeep', 'junker', 'limousine', 'machine', 'motor', 'motorcar', 'pickup', 'ride', 'roadster', 'sedan', 'station wagon', 'subcompact', 'touring car', 'truck', 'van', 'wagon', 'wheels', 'wreck']"
https://soundbible.com/1047-Mars-Attacks.html,https://soundbible.com/grab.php?id=1047&type=wav,Mars Attacks," The sound of martians attacking us. Great for space, or sci fi like fanatics.",mars attacks_1140.wav,"['Mars Attacks', 'mars', 'martians', 'aliens', 'space', '3-d', 'cat', 'accommodation', 'aerospace', 'aerosphere', 'aesthetic distance', 'air hole', 'air pocket', 'airspace', 'alien', 'align', 'allocate', 'allot', 'amount', 'ample scope', 'amplitude', 'aperture', 'apportion', 'area', 'arrange', 'array', 'astronomical unit', 'bar', 'bar line', 'belt', 'berth', 'bit', 'blank', 'blank check', 'brace', 'breadth', 'break', 'broaching', 'bump', 'burden', 'caesura', 'caliber', 'capacity', 'carte blanche', 'cavity', 'ceiling', 'celestial spaces', 'chaos', 'chasm', 'check', 'chronology', 'clearance', 'clearing', 'cleft', 'collocate', 'compass', 'compose', 'confines', 'content', 'continental shelf', 'continuity', 'cordage', 'corridor', 'cosmic space']"
https://soundbible.com/1046-Car-Loosing-Control.html,https://soundbible.com/grab.php?id=1046&type=wav,Car Loosing Control, A car spining out of control or loosing control sound. Great for an auto scene or car game.,car loosing control_1141.wav,"['car', 'pullman', 'pullman car', 'auto', 'autocar', 'automobile', 'baggage car', 'boat', 'boxcar', 'buggy', 'bus', 'caboose', 'carriage', 'chair car', 'coach', 'coupe', 'covered waggon', 'crate', 'day coach', 'diner', 'dinghy', 'dining car', 'drawing room', 'flat', 'flatcar', 'gondola', 'heap', 'jalopy', 'limousine', 'local', 'luggage van', 'machine', 'mail car', 'mail van', 'motor', 'motor vehicle', 'motorcar', 'motorized vehicle', 'palace car', 'parlor car', 'passenger car', 'phaeton', 'railway car', 'reefer', 'refrigerator car', 'roadster', 'roomette', 'runabout', 'sedan', 'sleeper', 'smoker', 'smoking car', 'station wagon', 'stockcar', 'tank', 'tender', 'touring', 'truck', 'tub', 'van', 'voiture', 'waggon', 'wheels', 'wreck', 'accident', 'assault', 'atomize', 'attack', 'auto', 'autocar', 'automobile', 'bankrupt', 'barbarize', 'batter', 'blight', 'bloodbath', 'blow', 'blue ruin', 'boat', 'botch', 'break to pieces', 'breakdown', 'breaking up', 'breakup', 'bring to ruin', 'brutalize', 'bugger', 'buggy', 'burn', 'bus', 'butcher', 'calamity', 'car', 'carcass', 'carnage', 'carry on', 'cast away', 'casualty', 'cataclysm', 'catastrophe', 'cave', 'cave in', 'cleave', 'collapse', 'collision', 'condemn', 'confound', 'consume', 'consumption', 'contretemps', 'crack up', 'crash', 'crate', 'cripple', 'damn', 'damnation', 'de energize', 'deal destruction', 'debacle', 'debilitate', 'decimate', 'decimation', 'demolish', 'depredate', 'depredation', 'desolate', 'desolation', 'despoil', 'despoilment', 'despoliation', 'destroy', 'destruction', 'devastate']"
https://soundbible.com/1045-Car-Door-Close-Outside.html,https://soundbible.com/grab.php?id=1045&type=wav,Car Door Close Outside," The sound of a car, van, or truck door closing from outside of the vehicle.",car door close outside_1142.wav,"['car', 'pullman', 'pullman car', 'auto', 'autocar', 'automobile', 'baggage car', 'boat', 'boxcar', 'buggy', 'bus', 'caboose', 'carriage', 'chair car', 'coach', 'coupe', 'covered waggon', 'crate', 'day coach', 'diner', 'dinghy', 'dining car', 'drawing room', 'flat', 'flatcar', 'gondola', 'heap', 'jalopy', 'limousine', 'local', 'luggage van', 'machine', 'mail car', 'mail van', 'motor', 'motor vehicle', 'motorcar', 'motorized vehicle', 'palace car', 'parlor car', 'passenger car', 'phaeton', 'railway car', 'reefer', 'refrigerator car', 'roadster', 'roomette', 'runabout', 'sedan', 'sleeper', 'smoker', 'smoking car', 'station wagon', 'stockcar', 'tank', 'tender', 'touring', 'truck', 'tub', 'van', 'voiture', 'waggon', 'wheels', 'door', 'french door', 'access', 'adit', 'admission', 'admittance', 'archway', 'avenue', 'back door', 'barway', 'blowhole', 'bulkhead', 'carriage entrance', 'cellar door', 'cellarway', 'channel', 'chute', 'debouch', 'doorjamb', 'doorpost', 'doorway', 'egress', 'emunctory', 'entrance', 'entranceway', 'entree', 'entry', 'entryway', 'escape', 'estuary', 'exhaust', 'exit', 'floodgate', 'flume', 'front door', 'gate', 'gatepost', 'gateway', 'hatch', 'hatchway', 'ingress', 'lintel', 'loophole', 'opening', 'out', 'outcome', 'outfall', 'outgate', 'outgo', 'outlet', 'porch', 'pore', 'port', 'portal', 'porte cochere', 'postern', 'propylaeum', 'pylon', 'sally port', 'scuttle', 'side door', 'sluice', 'spiracle', 'spout', 'stile', 'storm door', 'tap', 'threshold', 'tollgate', 'trap', 'trap door', 'turnpike', 'turnstile', 'vent', 'ventage', 'venthole', 'vomitory']"
https://soundbible.com/1044-Car-Cornering-Fast.html,https://soundbible.com/grab.php?id=1044&type=wav,Car Cornering Fast, The sound of a car cornering very fast. A few skid and break sounds can be heard.,car cornering fast_1143.wav,"['car', 'pullman', 'pullman car', 'auto', 'autocar', 'automobile', 'baggage car', 'boat', 'boxcar', 'buggy', 'bus', 'caboose', 'carriage', 'chair car', 'coach', 'coupe', 'covered waggon', 'crate', 'day coach', 'diner', 'dinghy', 'dining car', 'drawing room', 'flat', 'flatcar', 'gondola', 'heap', 'jalopy', 'limousine', 'local', 'luggage van', 'machine', 'mail car', 'mail van', 'motor', 'motor vehicle', 'motorcar', 'motorized vehicle', 'palace car', 'parlor car', 'passenger car', 'phaeton', 'railway car', 'reefer', 'refrigerator car', 'roadster', 'roomette', 'runabout', 'sedan', 'sleeper', 'smoker', 'smoking car', 'station wagon', 'stockcar', 'tank', 'tender', 'touring', 'truck', 'tub', 'van', 'voiture', 'waggon', 'wheels', 'wreck', 'cornering', 'fast', 'fast car']"
https://soundbible.com/1043-Zombie-On-The-Loose.html,https://soundbible.com/grab.php?id=1043&type=wav,Zombie On The Loose, Sound of a Zombie on the Loose! Zombie sounds requested by jordangiese.,zombie on the loose_1144.wav,"['apparition', 'appearance', 'banshee', 'daemon', 'demon', 'devil', 'eidolon', 'ethereal being', 'haunt', 'incorporeal being', 'kelpie', 'manes', 'phantasm', 'phantom', 'poltergeist', 'revenant', 'shade', 'shadow', 'soul', 'specter', 'spook', 'vampire', 'vision', 'visitor', 'wraith', 'zombie', 'halloween', 'spooky', 'asleep', 'bereft of life', 'bloodless', 'bought the farm', 'breathless', 'buried', 'cadaverous', 'checked out', 'cold', 'cut off', 'deceased', 'defunct', 'departed', 'done for', 'erased', 'expired', 'extinct', 'gone', 'gone to meet maker', 'gone to reward', 'inanimate', 'inert', 'late', 'lifeless', 'liquidated', 'mortified', 'no more', 'not existing', 'offed', 'out of ones misery', 'passed away', 'perished', 'pushing up daisies', 'reposing', 'resting in peace', 'spiritless', 'stiff', 'unanimated', 'wasted', 'hell', 'hellish', 'alarming', 'bloodcurdling', 'chilling', 'creepy', 'eerie', 'hair-raising', 'hairy', 'horrendous', 'horrifying', 'intimidating', 'shocking', 'spine chilling', 'spooky', 'unnerving', 'frightening', 'terrifying', 'hanuted house', 'hanted', 'dia de la muerte', 'night', 'night of the living dead', 'boxhead', 'zombie wars', 'boxhead zombies', 'Left 4 Dead', '4 dead', 'xbox', 'games', 'flash game', 'movie', 'horror movie']"
https://soundbible.com/1042-Zombie-Long-Death.html,https://soundbible.com/grab.php?id=1042&type=wav,Zombie Long Death, Zombie long death is a sound of a zombie dying. Well redying technically since he was already dead once. Zombie sounds requested by jordangiese.,zombie long death_1145.wav,"['apparition', 'appearance', 'banshee', 'daemon', 'demon', 'devil', 'eidolon', 'ethereal being', 'haunt', 'incorporeal being', 'kelpie', 'manes', 'phantasm', 'phantom', 'poltergeist', 'revenant', 'shade', 'shadow', 'soul', 'specter', 'spook', 'vampire', 'vision', 'visitor', 'wraith', 'zombie', 'halloween', 'spooky', 'asleep', 'bereft of life', 'bloodless', 'bought the farm', 'breathless', 'buried', 'cadaverous', 'checked out', 'cold', 'cut off', 'deceased', 'defunct', 'departed', 'done for', 'erased', 'expired', 'extinct', 'gone', 'gone to meet maker', 'gone to reward', 'inanimate', 'inert', 'late', 'lifeless', 'liquidated', 'mortified', 'no more', 'not existing', 'offed', 'out of ones misery', 'passed away', 'perished', 'pushing up daisies', 'reposing', 'resting in peace', 'spiritless', 'stiff', 'unanimated', 'wasted', 'hell', 'hellish', 'alarming', 'bloodcurdling', 'chilling', 'creepy', 'eerie', 'hair-raising', 'hairy', 'horrendous', 'horrifying', 'intimidating', 'shocking', 'spine chilling', 'spooky', 'unnerving', 'frightening', 'terrifying', 'hanuted house', 'hanted', 'dia de la muerte', 'night', 'night of the living dead', 'boxhead', 'zombie wars', 'boxhead zombies', 'Left 4 Dead', '4 dead', 'xbox', 'games', 'flash game', 'movie', 'horror movie']"
https://soundbible.com/1041-Zombie-Kill-You.html,https://soundbible.com/grab.php?id=1041&type=wav,Zombie Kill You, A Zombie Says Kill You! Zombie sounds requested by jordangiese.,zombie kill you_1146.wav,"['apparition', 'appearance', 'banshee', 'daemon', 'demon', 'devil', 'eidolon', 'ethereal being', 'haunt', 'incorporeal being', 'kelpie', 'manes', 'phantasm', 'phantom', 'poltergeist', 'revenant', 'shade', 'shadow', 'soul', 'specter', 'spook', 'vampire', 'vision', 'visitor', 'wraith', 'zombie', 'halloween', 'spooky', 'asleep', 'bereft of life', 'bloodless', 'bought the farm', 'breathless', 'buried', 'cadaverous', 'checked out', 'cold', 'cut off', 'deceased', 'defunct', 'departed', 'done for', 'erased', 'expired', 'extinct', 'gone', 'gone to meet maker', 'gone to reward', 'inanimate', 'inert', 'late', 'lifeless', 'liquidated', 'mortified', 'no more', 'not existing', 'offed', 'out of ones misery', 'passed away', 'perished', 'pushing up daisies', 'reposing', 'resting in peace', 'spiritless', 'stiff', 'unanimated', 'wasted', 'hell', 'hellish', 'alarming', 'bloodcurdling', 'chilling', 'creepy', 'eerie', 'hair-raising', 'hairy', 'horrendous', 'horrifying', 'intimidating', 'shocking', 'spine chilling', 'spooky', 'unnerving', 'frightening', 'terrifying', 'hanuted house', 'hanted', 'dia de la muerte', 'night', 'night of the living dead', 'boxhead', 'zombie wars', 'boxhead zombies', 'Left 4 Dead', '4 dead', 'xbox', 'games', 'flash game', 'movie', 'horror movie']"
